"pid","male","yob","yod","f.pid","m.pid","patrilineal","area"
"3M3B",0,1965,NA,NA,"0AYX",0,"mat.trad"
"4RP7",0,1965,NA,"CPMZ","6V38",0,"mat.trad"
"RN37",0,1965,NA,"SE61","JUXD",0,"mat.trad"
"YGJS",0,1965,NA,"SE61","JUXD",0,"mat.trad"
"0AP5",0,1965,NA,NA,"YR4G",0,"mat.trad"
"3QR9",0,1965,NA,NA,NA,0,"mat.trad"
"9P2U",1,1965,NA,NA,NA,0,"mat.trad"
"OROW",0,1965,NA,NA,"94M9",1,"patrilineal"
"SDXZ",1,1965,NA,NA,NA,1,"patrilineal"
"I8A9",0,1965,NA,"MRUC","R636",1,"patrilineal"
"S6X0",1,1966,NA,"8MPW",NA,0,"mat.tourist"
"4XHD",1,1966,NA,NA,NA,0,"mat.tourist"
"JKJJ",1,1966,NA,NA,NA,0,"mat.tourist"
"TTEA",1,1966,NA,NA,NA,0,"mat.tourist"
"SID8",1,1966,NA,NA,"9G1J",0,"mat.tourist"
"WRKR",0,1966,NA,NA,"DJN3",0,"mat.tourist"
"R9Q5",0,1966,NA,NA,"ZCIR",0,"mat.tourist"
"E2PF",0,1966,NA,NA,NA,0,"mat.tourist"
"VN2C",1,1966,NA,NA,NA,0,"mat.tourist"
"JN0R",0,1966,NA,"GRGD","NM1W",0,"mat.trad"
"5CXO",0,1966,NA,NA,NA,0,"mat.trad"
"T25I",0,1966,NA,NA,NA,0,"mat.trad"
"DNJB",0,1966,NA,NA,"BAMY",0,"mat.trad"
"3BT7",1,1966,NA,NA,"ZA3L",0,"mat.trad"
"MUWP",0,1966,NA,NA,"7HCV",0,"mat.trad"
"AQU3",1,1966,NA,NA,NA,0,"mat.trad"
"CG3D",1,1966,NA,"2RXV","LI78",0,"mat.trad"
"6ME3",0,1966,NA,NA,NA,0,"mat.trad"
"GAZQ",1,1966,NA,NA,"QQ94",0,"mat.trad"
"VPWK",0,1966,NA,NA,NA,0,"mat.trad"
"2EYK",1,1966,NA,NA,"4F80",0,"mat.trad"
"52FX",0,1966,NA,NA,NA,0,"mat.trad"
"DXSE",1,1966,NA,NA,"R1Q6",0,"mat.trad"
"R2IX",0,1966,NA,NA,"WIAC",0,"mat.trad"
"M0MU",1,1966,NA,NA,"BNAP",0,"mat.trad"
"CQ31",0,1966,NA,NA,"IQLG",0,"mat.trad"
"GVHX",1,1966,NA,NA,NA,1,"patrilineal"
"8CEU",1,1966,NA,NA,NA,1,"patrilineal"
"SR28",1,1966,NA,"EE0P","ZMEI",1,"patrilineal"
"AV83",1,1967,NA,NA,NA,0,"mat.tourist"
"HVL7",0,1967,NA,NA,"GY9S",0,"mat.tourist"
"ILQ4",0,1967,NA,NA,NA,0,"mat.tourist"
"3T7I",1,1967,NA,NA,NA,0,"mat.tourist"
"95DO",0,1967,NA,NA,"ET7Q",0,"mat.tourist"
"7XT7",1,1967,NA,NA,NA,0,"mat.tourist"
"RJLW",0,1967,NA,NA,NA,0,"mat.tourist"
"F82C",0,1967,NA,NA,NA,0,"mat.tourist"
"JJGP",0,1967,NA,NA,"6LPL",0,"mat.tourist"
"WXKD",1,1967,NA,NA,NA,0,"mat.tourist"
"PZ1X",1,1967,NA,NA,NA,0,"mat.tourist"
"M5X6",1,1967,NA,NA,"RJ5K",0,"mat.tourist"
"133J",0,1967,NA,NA,NA,0,"mat.tourist"
"7T6H",1,1967,NA,NA,"DJN3",0,"mat.tourist"
"30BW",0,1967,NA,NA,"72J5",0,"mat.trad"
"H3F6",0,1967,NA,NA,"JJ3A",0,"mat.trad"
"1TPR",0,1967,NA,NA,"IHCB",0,"mat.trad"
"7VG2",1,1967,NA,"2MPN",NA,0,"mat.trad"
"PGLY",0,1967,NA,"2DS2","HN9V",0,"mat.trad"
"PU30",1,1967,NA,NA,NA,0,"mat.trad"
"A5QI",0,1967,NA,NA,"2RVH",0,"mat.trad"
"MUK1",1,1967,NA,NA,NA,0,"mat.trad"
"I7UG",0,1967,NA,"W0IM","WCLY",0,"mat.trad"
"VTCO",1,1967,NA,NA,"U91U",0,"mat.trad"
"RILZ",1,1967,NA,NA,"Z6RF",0,"mat.trad"
"XE55",0,1967,NA,"SE61","JUXD",0,"mat.trad"
"SNIT",1,1967,NA,"3FYQ",NA,1,"patrilineal"
"33BN",1,1967,NA,NA,"ZV1A",1,"patrilineal"
"SNTA",1,1967,NA,NA,"P8A5",1,"patrilineal"
"Q82N",0,1967,NA,"ZMFV","2GGY",1,"patrilineal"
"ERG7",1,1967,NA,NA,"YQ4N",1,"patrilineal"
"27YM",0,1968,NA,"NG2G","9SQO",0,"mat.tourist"
"5IQA",0,1968,NA,NA,"ETRE",0,"mat.tourist"
"3PNJ",0,1968,NA,NA,NA,0,"mat.tourist"
"5W48",0,1968,NA,NA,NA,0,"mat.tourist"
"AJPI",0,1968,NA,NA,"85EI",0,"mat.tourist"
"A2D4",1,1968,NA,"4QHC","R7YF",0,"mat.tourist"
"V5WB",1,1968,NA,NA,"2LN0",0,"mat.tourist"
"O24F",0,1968,NA,NA,NA,0,"mat.tourist"
"J4RI",1,1968,NA,NA,NA,0,"mat.tourist"
"09DG",0,1968,NA,NA,NA,0,"mat.tourist"
"KVIK",1,1968,NA,NA,NA,0,"mat.tourist"
"L27F",1,1968,NA,NA,NA,0,"mat.tourist"
"YICU",1,1968,NA,NA,NA,0,"mat.trad"
"BVJR",1,1968,NA,NA,"SNTT",0,"mat.trad"
"7FA6",0,1968,NA,"GRGD","NM1W",0,"mat.trad"
"AYXW",0,1968,NA,"U29Z","RSWL",0,"mat.trad"
"QEDO",1,1968,NA,NA,"BBK7",0,"mat.trad"
"3NLH",0,1968,NA,NA,NA,0,"mat.trad"
"7WRT",1,1968,NA,NA,"X5XY",0,"mat.trad"
"D6QB",0,1968,NA,NA,NA,0,"mat.trad"
"IH5R",0,1968,NA,NA,NA,0,"mat.trad"
"OV1R",0,1968,NA,NA,NA,0,"mat.trad"
"9TT2",0,1968,NA,NA,"AV0K",0,"mat.trad"
"LT78",0,1968,NA,NA,NA,0,"mat.trad"
"6LBE",0,1968,NA,NA,NA,0,"mat.trad"
"USNY",1,1968,NA,NA,"RS20",0,"mat.trad"
"VQHT",1,1968,NA,NA,NA,0,"mat.trad"
"OWVT",0,1968,NA,NA,"S7X9",0,"mat.trad"
"SOVG",1,1968,NA,NA,NA,0,"mat.trad"
"TUJ3",0,1968,NA,NA,"R1Q6",0,"mat.trad"
"9964",1,1968,NA,NA,"BNAP",0,"mat.trad"
"HU8G",0,1968,NA,"CPMZ","6V38",0,"mat.trad"
"4DM1",0,1968,NA,NA,"YR4G",0,"mat.trad"
"62H2",0,1968,NA,NA,NA,0,"mat.trad"
"NP7Z",0,1968,NA,NA,"TGBA",1,"patrilineal"
"3W7W",0,1968,NA,NA,"ZVIS",1,"patrilineal"
"31L8",0,1968,NA,NA,NA,1,"patrilineal"
"5XK6",0,1968,NA,"1F1Q","VOZ4",1,"patrilineal"
"9KDL",0,1968,NA,"UBH3","ZXJF",1,"patrilineal"
"3ECC",0,1969,NA,"8MPW",NA,0,"mat.tourist"
"0EV0",0,1969,NA,NA,NA,0,"mat.tourist"
"4L52",0,1969,NA,"CV27","8TMU",0,"mat.tourist"
"6ERG",0,1969,NA,NA,NA,0,"mat.tourist"
"UTM9",0,1969,NA,NA,NA,0,"mat.tourist"
"KVHN",1,1969,NA,NA,"NS65",0,"mat.tourist"
"5W0C",1,1969,NA,NA,NA,0,"mat.tourist"
"Y6W1",1,1969,NA,"JIQF","FIXA",0,"mat.tourist"
"BTOO",0,1969,NA,NA,NA,0,"mat.tourist"
"B9GC",0,1969,NA,NA,"JJ3A",0,"mat.trad"
"T767",1,1969,NA,NA,"PLHP",0,"mat.trad"
"QNDW",0,1969,NA,NA,NA,0,"mat.trad"
"4O6L",1,1969,NA,NA,"SNTT",0,"mat.trad"
"L1T5",0,1969,NA,NA,NA,0,"mat.trad"
"TJSC",0,1969,NA,NA,NA,0,"mat.trad"
"RW4J",0,1969,NA,NA,NA,0,"mat.trad"
"R3M9",1,1969,NA,NA,"ONM0",0,"mat.trad"
"UZQP",1,1969,NA,NA,"6EZK",0,"mat.trad"
"6KEE",0,1969,NA,NA,"G3HE",0,"mat.trad"
"6C3R",0,1969,NA,NA,"H8Q8",0,"mat.trad"
"HWZM",1,1969,NA,NA,"IHCB",0,"mat.trad"
"J5MW",1,1969,NA,NA,"GPH9",0,"mat.trad"
"N2MS",0,1969,NA,"2MPN","IHCB",0,"mat.trad"
"74Q1",0,1969,NA,"2MPN","IHCB",0,"mat.trad"
"CU85",0,1969,NA,NA,NA,0,"mat.trad"
"W231",0,1969,NA,NA,"BAMY",0,"mat.trad"
"XG3J",0,1969,NA,NA,"ZA3L",0,"mat.trad"
"PAO3",0,1969,NA,"2DS2","HN9V",0,"mat.trad"
"R66H",1,1969,NA,NA,"7HCV",0,"mat.trad"
"NYDJ",0,1969,NA,NA,NA,0,"mat.trad"
"D5B9",0,1969,NA,NA,NA,0,"mat.trad"
"YIWM",0,1969,NA,NA,"UGYV",0,"mat.trad"
"1TUB",1,1969,NA,NA,"S7X9",0,"mat.trad"
"2XE4",1,1969,NA,NA,"2RVH",0,"mat.trad"
"GBDJ",1,1969,NA,NA,"4F80",0,"mat.trad"
"ADQD",0,1969,NA,NA,NA,0,"mat.trad"
"UTCK",0,1969,NA,NA,NA,0,"mat.trad"
"J2QA",1,1969,NA,NA,"WIAC",0,"mat.trad"
"A7CR",1,1969,NA,"LZKR",NA,0,"mat.trad"
"4OWB",1,1969,NA,NA,"JQ3O",0,"mat.trad"
"DK5H",0,1969,NA,NA,"8SJ6",0,"mat.trad"
"DX2X",1,1969,NA,NA,"DX1Z",0,"mat.trad"
"CXKX",1,1969,NA,NA,"ISVT",0,"mat.trad"
"A3JK",1,1969,NA,NA,"94M9",1,"patrilineal"
"ZDFP",0,1969,NA,NA,NA,1,"patrilineal"
"UN4N",1,1969,NA,NA,NA,1,"patrilineal"
"JE99",1,1969,NA,NA,"ZPKM",1,"patrilineal"
"LHPL",0,1969,NA,NA,NA,1,"patrilineal"
"M2PC",1,1969,NA,NA,"NO7U",1,"patrilineal"
"ZW19",1,1969,NA,"MRUC","R636",1,"patrilineal"
"Y53J",1,1969,NA,NA,NA,1,"patrilineal"
"LQSH",1,1970,NA,NA,NA,0,"mat.tourist"
"EC8X",0,1970,NA,NA,"GY9S",0,"mat.tourist"
"65AF",1,1970,NA,NA,NA,0,"mat.tourist"
"LI5Y",1,1970,NA,NA,"ET7Q",0,"mat.tourist"
"5BLK",1,1970,NA,NA,NA,0,"mat.tourist"
"FYA7",0,1970,NA,NA,"85EI",0,"mat.tourist"
"JLXE",1,1970,NA,NA,NA,0,"mat.tourist"
"ZOLB",0,1970,NA,"JWZG","KYVW",0,"mat.tourist"
"CQBT",1,1970,NA,NA,NA,0,"mat.tourist"
"KGUS",0,1970,NA,NA,NA,0,"mat.tourist"
"7KNU",1,1970,NA,NA,NA,0,"mat.tourist"
"3WM7",1,1970,NA,"Q8JB","KDPO",0,"mat.tourist"
"G20C",1,1970,NA,NA,NA,0,"mat.tourist"
"UK65",0,1970,NA,NA,NA,0,"mat.tourist"
"JDFL",1,1970,NA,NA,NA,0,"mat.tourist"
"1CMB",1,1970,NA,NA,NA,0,"mat.trad"
"CT29",0,1970,NA,NA,"H8Q8",0,"mat.trad"
"X5HE",0,1970,NA,NA,"3PE1",0,"mat.trad"
"THWS",1,1970,NA,"L7O7","ECEQ",0,"mat.trad"
"163G",0,1970,NA,"2DS2","HN9V",0,"mat.trad"
"TAY3",0,1970,NA,NA,NA,0,"mat.trad"
"XFLC",1,1970,NA,"2RXV","LI78",0,"mat.trad"
"44FB",1,1970,NA,NA,"UGYV",0,"mat.trad"
"97V4",0,1970,NA,NA,NA,0,"mat.trad"
"1GS5",0,1970,NA,"YNZ9","2XG9",0,"mat.trad"
"TYTX",0,1970,NA,NA,NA,0,"mat.trad"
"R2DA",1,1970,NA,"W0IM","WCLY",0,"mat.trad"
"OCLS",0,1970,NA,NA,"U91U",0,"mat.trad"
"FHXI",0,1970,NA,NA,"Z6RF",0,"mat.trad"
"M3O7",1,1970,NA,NA,"S9Z5",0,"mat.trad"
"YHR0",1,1970,NA,"CPMZ","6V38",0,"mat.trad"
"BYMJ",0,1970,NA,"3FQ1","KVIJ",0,"mat.trad"
"1IRQ",0,1970,NA,"23DQ","COMP",0,"mat.trad"
"MFYE",1,1970,NA,"SE61","JUXD",0,"mat.trad"
"6C0D",1,1970,NA,NA,"YR4G",0,"mat.trad"
"QI0Q",0,1970,NA,NA,"S8I2",0,"mat.trad"
"CXGW",0,1970,NA,NA,NA,0,"mat.trad"
"50AA",0,1970,NA,NA,NA,1,"patrilineal"
"3ARH",1,1970,NA,NA,NA,1,"patrilineal"
"29II",0,1970,NA,NA,NA,1,"patrilineal"
"SURF",0,1970,NA,NA,NA,1,"patrilineal"
"HJET",0,1970,NA,NA,"YQ4N",1,"patrilineal"
"J4P9",1,1971,NA,NA,NA,0,"mat.tourist"
"EZ4B",0,1971,NA,NA,NA,0,"mat.tourist"
"3W8J",1,1971,NA,NA,"LAVC",0,"mat.tourist"
"S6SX",0,1971,NA,NA,NA,0,"mat.tourist"
"JM5L",0,1971,NA,NA,"9G1J",0,"mat.tourist"
"AGBT",0,1971,NA,"4QHC","R7YF",0,"mat.tourist"
"P1WW",0,1971,NA,"76RI","SJ30",0,"mat.tourist"
"YP2R",1,1971,NA,NA,"DJN3",0,"mat.tourist"
"QLOF",1,1971,NA,NA,NA,0,"mat.tourist"
"Q1SH",1,1971,NA,NA,"PLHP",0,"mat.trad"
"N54I",1,1971,NA,NA,"ONM0",0,"mat.trad"
"YMLV",1,1971,NA,NA,NA,0,"mat.trad"
"YLVP",0,1971,NA,NA,"GPH9",0,"mat.trad"
"M9BQ",0,1971,NA,NA,"X5XY",0,"mat.trad"
"BI7S",0,1971,NA,NA,NA,0,"mat.trad"
"WTFT",0,1971,NA,NA,"7HCV",0,"mat.trad"
"K3YO",1,1971,NA,NA,"AV0K",0,"mat.trad"
"SIHK",0,1971,NA,NA,"OSLV",0,"mat.trad"
"D7IM",0,1971,NA,NA,"RS20",0,"mat.trad"
"6X18",1,1971,NA,NA,NA,0,"mat.trad"
"6WMH",0,1971,NA,NA,"S7X9",0,"mat.trad"
"DM4Q",1,1971,NA,"YNZ9","2XG9",0,"mat.trad"
"PI4R",0,1971,NA,NA,NA,0,"mat.trad"
"550Z",1,1971,NA,NA,"R1Q6",0,"mat.trad"
"15C1",1,1971,NA,NA,"JQ3O",0,"mat.trad"
"78M5",0,1971,NA,"3FYQ",NA,1,"patrilineal"
"JZVL",1,1971,NA,NA,"TGBA",1,"patrilineal"
"48S3",0,1971,NA,NA,"ZVIS",1,"patrilineal"
"EMAI",1,1971,NA,NA,NA,1,"patrilineal"
"TNEH",1,1971,NA,NA,NA,1,"patrilineal"
"W56W",0,1971,NA,NA,NA,1,"patrilineal"
"T6M3",1,1971,NA,"EE0P","ZMEI",1,"patrilineal"
"WPR1",1,1971,NA,NA,NA,1,"patrilineal"
"F721",0,1971,NA,NA,NA,1,"patrilineal"
"OA95",1,1971,NA,NA,NA,1,"patrilineal"
"DVNY",0,1971,NA,NA,"P8A5",1,"patrilineal"
"IXNJ",0,1971,NA,"ZMFV","2GGY",1,"patrilineal"
"V50H",0,1972,NA,"NG2G","9SQO",0,"mat.tourist"
"P8EJ",1,1972,NA,NA,"LAVC",0,"mat.tourist"
"988Q",1,1972,NA,"CV27","8TMU",0,"mat.tourist"
"UZGL",0,1972,NA,NA,NA,0,"mat.tourist"
"S1KB",0,1972,NA,NA,"85EI",0,"mat.tourist"
"CMLR",0,1972,NA,NA,NA,0,"mat.tourist"
"8UYY",0,1972,NA,"1UZ8","OW57",0,"mat.tourist"
"GR1R",1,1972,NA,NA,NA,0,"mat.tourist"
"3F1B",0,1972,NA,NA,NA,0,"mat.tourist"
"O23V",0,1972,NA,NA,NA,0,"mat.tourist"
"I4BO",1,1972,NA,NA,NA,0,"mat.tourist"
"10BD",0,1972,NA,NA,NA,0,"mat.tourist"
"G428",1,1972,NA,NA,NA,0,"mat.tourist"
"Q0CH",1,1972,NA,NA,NA,0,"mat.trad"
"Y6N4",0,1972,NA,NA,"ONM0",0,"mat.trad"
"ER7U",1,1972,NA,NA,NA,0,"mat.trad"
"U5BI",0,1972,NA,"O2O1","8XG0",0,"mat.trad"
"WJFZ",1,1972,NA,"68F1","R8ZB",0,"mat.trad"
"H3T9",1,1972,NA,"2MPN",NA,0,"mat.trad"
"PJMQ",0,1972,NA,NA,NA,0,"mat.trad"
"MBZ1",0,1972,NA,"L7O7","ECEQ",0,"mat.trad"
"YV0G",0,1972,NA,NA,"ZA3L",0,"mat.trad"
"YCIO",0,1972,NA,NA,"X8AU",0,"mat.trad"
"TN55",1,1972,NA,NA,NA,0,"mat.trad"
"BC71",1,1972,NA,NA,"UGYV",0,"mat.trad"
"ZGIV",0,1972,NA,NA,NA,0,"mat.trad"
"A8XA",1,1972,NA,NA,"2RVH",0,"mat.trad"
"5NL9",0,1972,NA,NA,"4F80",0,"mat.trad"
"CVDN",1,1972,NA,NA,"BNAP",0,"mat.trad"
"RGFK",0,1972,NA,NA,"Z6RF",0,"mat.trad"
"XOHZ",0,1972,NA,NA,"DX1Z",0,"mat.trad"
"4WZK",0,1972,NA,"23DQ","COMP",0,"mat.trad"
"KJRI",1,1972,NA,NA,"S8I2",0,"mat.trad"
"UF3T",0,1972,NA,NA,NA,1,"patrilineal"
"B6MX",1,1972,NA,NA,"94M9",1,"patrilineal"
"GQAO",1,1972,NA,NA,NA,1,"patrilineal"
"N2LL",1,1972,NA,NA,NA,1,"patrilineal"
"6YDR",1,1972,NA,"EZVV","H5WZ",1,"patrilineal"
"4T5G",0,1972,NA,NA,NA,1,"patrilineal"
"FNEA",1,1972,NA,NA,"ZPKM",1,"patrilineal"
"6C43",1,1972,NA,NA,"YQ4N",1,"patrilineal"
"JJTR",0,1973,NA,NA,NA,0,"mat.tourist"
"H7WR",0,1973,NA,NA,NA,0,"mat.tourist"
"8MMC",0,1973,NA,NA,"QETZ",0,"mat.tourist"
"9YWB",1,1973,NA,NA,"ET7Q",0,"mat.tourist"
"ZZEA",0,1973,NA,NA,NA,0,"mat.tourist"
"3MI9",0,1973,NA,NA,NA,0,"mat.tourist"
"3U0V",1,1973,NA,NA,NA,0,"mat.tourist"
"HLOK",0,1973,NA,"JWZG","KYVW",0,"mat.tourist"
"GFBJ",0,1973,NA,NA,NA,0,"mat.tourist"
"WD9C",0,1973,NA,NA,NA,0,"mat.tourist"
"HII7",1,1973,NA,NA,"DJN3",0,"mat.tourist"
"AG2N",1,1973,NA,NA,"ZCIR",0,"mat.tourist"
"Y3FV",0,1973,NA,NA,NA,0,"mat.tourist"
"LXLL",0,1973,NA,"GRGD","NM1W",0,"mat.trad"
"O931",1,1973,NA,"GRGD","NM1W",0,"mat.trad"
"7U4C",1,1973,NA,NA,"N29E",0,"mat.trad"
"5ZQT",0,1973,NA,NA,"6EZK",0,"mat.trad"
"TLYU",0,1973,NA,NA,"G3HE",0,"mat.trad"
"IQSN",1,1973,NA,NA,"GPH9",0,"mat.trad"
"YWEM",1,1973,NA,NA,NA,0,"mat.trad"
"9NQH",1,1973,NA,"VPEY",NA,0,"mat.trad"
"10R7",0,1973,NA,NA,NA,0,"mat.trad"
"AL9M",0,1973,NA,NA,NA,0,"mat.trad"
"8W3Z",0,1973,NA,NA,"7HCV",0,"mat.trad"
"EIQH",1,1973,NA,NA,"I12H",0,"mat.trad"
"2PBW",1,1973,NA,"2RXV","LI78",0,"mat.trad"
"V9TG",0,1973,NA,NA,NA,0,"mat.trad"
"K7Y4",1,1973,NA,NA,NA,0,"mat.trad"
"0SJH",1,1973,NA,"YNZ9","2XG9",0,"mat.trad"
"Q8MO",0,1973,NA,"W0IM","WCLY",0,"mat.trad"
"RVIH",0,1973,NA,NA,"R1Q6",0,"mat.trad"
"1O7A",0,1973,NA,NA,"WIAC",0,"mat.trad"
"DLCV",0,1973,NA,NA,NA,0,"mat.trad"
"N6NJ",1,1973,NA,NA,"8SJ6",0,"mat.trad"
"1KRM",0,1973,NA,NA,"U91U",0,"mat.trad"
"8KD6",1,1973,NA,NA,NA,1,"patrilineal"
"GIU1",0,1973,NA,NA,NA,1,"patrilineal"
"1J34",1,1973,NA,NA,"ZVIS",1,"patrilineal"
"P0V5",0,1973,NA,NA,NA,1,"patrilineal"
"B0LQ",1,1973,NA,NA,NA,1,"patrilineal"
"1574",0,1973,NA,NA,NA,1,"patrilineal"
"ECQQ",0,1973,NA,NA,"NO7U",1,"patrilineal"
"D43J",0,1973,NA,NA,"YUAF",1,"patrilineal"
"D0JI",0,1973,NA,"ZMFV","2GGY",1,"patrilineal"
"1TNI",1,1974,NA,"NG2G","9SQO",0,"mat.tourist"
"68FQ",1,1974,NA,NA,"67UK",0,"mat.tourist"
"7533",0,1974,NA,NA,NA,0,"mat.tourist"
"Q5YV",0,1974,NA,NA,"LAVC",0,"mat.tourist"
"0HLI",1,1974,NA,"CV27","8TMU",0,"mat.tourist"
"2NTE",1,1974,NA,NA,NA,0,"mat.tourist"
"DJAZ",0,1974,NA,"76RI","SJ30",0,"mat.tourist"
"4EGE",0,1974,NA,NA,NA,0,"mat.tourist"
"023B",0,1974,NA,NA,NA,0,"mat.tourist"
"SCJX",1,1974,NA,NA,NA,0,"mat.tourist"
"ZVLV",0,1974,NA,NA,NA,0,"mat.trad"
"N5R9",0,1974,NA,NA,"PLHP",0,"mat.trad"
"Z68F",1,1974,NA,"8D7Y","8CI6",0,"mat.trad"
"SHXZ",1,1974,NA,NA,"H8Q8",0,"mat.trad"
"0PS1",0,1974,NA,NA,NA,0,"mat.trad"
"J0WN",1,1974,NA,"2MPN",NA,0,"mat.trad"
"OO3E",0,1974,NA,"2QTQ","P5RN",0,"mat.trad"
"BB3Z",1,1974,NA,NA,"BAMY",0,"mat.trad"
"VQQ9",0,1974,NA,NA,NA,0,"mat.trad"
"11WN",0,1974,NA,NA,"ZA3L",0,"mat.trad"
"3C3D",1,1974,NA,"HXZK","F082",0,"mat.trad"
"AIB7",1,1974,NA,NA,"X8AU",0,"mat.trad"
"ISWH",1,1974,NA,NA,NA,0,"mat.trad"
"VIYC",0,1974,NA,NA,"UGYV",0,"mat.trad"
"9940",0,1974,NA,NA,"RS20",0,"mat.trad"
"MX46",0,1974,NA,"Y3DW","0WMB",0,"mat.trad"
"QN3H",0,1974,NA,NA,"S7X9",0,"mat.trad"
"EFSX",1,1974,NA,NA,"4F80",0,"mat.trad"
"FKOL",0,1974,NA,NA,"BNAP",0,"mat.trad"
"GDE4",0,1974,NA,"CPMZ","6V38",0,"mat.trad"
"GGLJ",0,1974,NA,NA,"DX1Z",0,"mat.trad"
"ZBEP",0,1974,NA,NA,"ISVT",0,"mat.trad"
"ZYXH",1,1974,NA,NA,NA,1,"patrilineal"
"FZM4",1,1974,NA,"EZVV","H5WZ",1,"patrilineal"
"ZXTL",1,1974,NA,NA,NA,1,"patrilineal"
"L7NQ",0,1974,NA,NA,"EL82",1,"patrilineal"
"IMPE",1,1974,NA,"J26S",NA,1,"patrilineal"
"ZDEB",0,1974,NA,NA,NA,1,"patrilineal"
"5QOF",1,1974,NA,"GRQ9","BBO7",1,"patrilineal"
"8A84",0,1974,NA,"UBH3","ZXJF",1,"patrilineal"
"8OG5",0,1974,NA,NA,"ZV1A",1,"patrilineal"
"2UBV",1,1974,NA,NA,NA,1,"patrilineal"
"NA8U",1,1974,NA,NA,"P8A5",1,"patrilineal"
"T73T",1,1975,NA,NA,"ET7Q",0,"mat.tourist"
"Y5YX",0,1975,NA,NA,"9G1J",0,"mat.tourist"
"FR0B",0,1975,NA,NA,"85EI",0,"mat.tourist"
"ENDX",0,1975,NA,"JWZG","KYVW",0,"mat.tourist"
"7XV2",0,1975,NA,NA,"7VOF",0,"mat.tourist"
"6WQH",1,1975,NA,NA,NA,0,"mat.tourist"
"B1YV",1,1975,NA,NA,"ONM0",0,"mat.trad"
"9V12",1,1975,NA,"U29Z","RSWL",0,"mat.trad"
"DOWG",0,1975,NA,NA,"N29E",0,"mat.trad"
"2YIL",0,1975,NA,NA,"GPH9",0,"mat.trad"
"AF2C",1,1975,NA,"2DS2","HN9V",0,"mat.trad"
"R5IK",0,1975,NA,NA,"7HCV",0,"mat.trad"
"TYYP",1,1975,NA,"506H","2V0L",0,"mat.trad"
"NAPH",1,1975,NA,"W0IM","WCLY",0,"mat.trad"
"5EWD",1,1975,NA,NA,NA,0,"mat.trad"
"ATW4",1,1975,NA,NA,"U91U",0,"mat.trad"
"KKSL",0,1975,NA,NA,"Z6RF",0,"mat.trad"
"PQVN",0,1975,NA,NA,"Z6RF",0,"mat.trad"
"MR2M",0,1975,NA,NA,NA,0,"mat.trad"
"M7Y2",0,1975,NA,NA,"S8I2",0,"mat.trad"
"9LOD",1,1975,NA,NA,NA,1,"patrilineal"
"QPKN",1,1975,NA,"WL4D",NA,1,"patrilineal"
"KNFD",0,1975,NA,NA,NA,1,"patrilineal"
"5OZK",1,1975,NA,NA,NA,1,"patrilineal"
"GLUU",1,1975,NA,NA,"ZPKM",1,"patrilineal"
"GY9E",1,1975,NA,"EE0P","ZMEI",1,"patrilineal"
"N16P",1,1975,NA,NA,"YQ4N",1,"patrilineal"
"J8Z1",0,1975,NA,"1F1Q","VOZ4",1,"patrilineal"
"3Z2M",1,1975,NA,"2BO3","BUMP",1,"patrilineal"
"HI6C",0,1975,NA,NA,NA,1,"patrilineal"
"5UCD",1,1975,NA,"ZMFV","2GGY",1,"patrilineal"
"UQ94",1,1975,NA,NA,NA,1,"patrilineal"
"2EU2",1,1976,NA,"HNWU","KCDF",0,"mat.tourist"
"EV85",1,1976,NA,NA,"67UK",0,"mat.tourist"
"UAOH",0,1976,NA,NA,"LAVC",0,"mat.tourist"
"03I5",0,1976,NA,"CV27","8TMU",0,"mat.tourist"
"963C",1,1976,NA,"4QHC","R7YF",0,"mat.tourist"
"R4YP",1,1976,NA,"76RI","SJ30",0,"mat.tourist"
"33YT",0,1976,NA,"1UZ8","OW57",0,"mat.tourist"
"JIR0",0,1976,NA,NA,"GR72",0,"mat.tourist"
"G6GC",0,1976,NA,NA,NA,0,"mat.tourist"
"R033",1,1976,NA,"Q8JB","KDPO",0,"mat.tourist"
"D886",0,1976,NA,"5VWY","FMII",0,"mat.tourist"
"0HTE",0,1976,NA,NA,"DJN3",0,"mat.tourist"
"JQ0I",1,1976,NA,"JIQF","FIXA",0,"mat.tourist"
"VGCM",1,1976,NA,NA,"7VOF",0,"mat.tourist"
"NO05",1,1976,NA,NA,NA,0,"mat.tourist"
"9SMZ",1,1976,NA,NA,NA,0,"mat.tourist"
"NCOQ",1,1976,NA,NA,NA,0,"mat.tourist"
"PE1J",1,1976,NA,"8D7Y","8CI6",0,"mat.trad"
"B3IZ",0,1976,NA,NA,"6EZK",0,"mat.trad"
"6A8T",0,1976,NA,NA,"H8Q8",0,"mat.trad"
"T34B",1,1976,NA,NA,NA,0,"mat.trad"
"NYV6",0,1976,NA,"68F1","R8ZB",0,"mat.trad"
"8056",1,1976,NA,"HXZK","F082",0,"mat.trad"
"95YD",0,1976,NA,NA,"RS20",0,"mat.trad"
"04K0",0,1976,NA,"Y3DW","0WMB",0,"mat.trad"
"VEY4",1,1976,NA,NA,"S7X9",0,"mat.trad"
"ATTW",0,1976,NA,NA,"2RVH",0,"mat.trad"
"MAJ7",1,1976,NA,"YNZ9","2XG9",0,"mat.trad"
"W4AQ",1,1976,NA,NA,"4F80",0,"mat.trad"
